HUB ID,Location,Name,Sitewide?,Affected item,Additional Elements,Component,Description of item/issue,WCAG Guideline,Affected Users,Recommended Fix,Priority,Issue Resolved Date,Category,Category ID,Common Issue ID,Allyant Status,Client Status,Client Sprint,Client Release,Client Assignee,Client Source ID,Ready for QA,High Risk,Last Comment,Last Comment Timestamp,Last Comment Email,Created Session,Last Updated Session,Last Screenshot Link,All Screenshots,Issue Link,Related Knowledge Base Articles
87,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Non-visible carousel slides,,Product Gallery,Content within non-visible slides can receive keyboard focus and is visible to screen reader users at all times.,4.1.2 (WCAG 2.0 A),"Motor / Dexterity,Visual","Hide all non-visible carousel slides by adding `aria-hidden=""true""` attributes to the elements wrapping each inactive slide and  `tabindex=""-1""` attributes on each focusable elements within those slides.  See the [guidance on hiding inactive slides](https://hub.accessible360.com/kb/articles/476#heading-slides) in the Carousels and Sliders Knowledge Base article.",Serious,,Carousels,100,471,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575815/edit,https://hub.accessible360.com/kb/articles/476
88,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Currently selected carousel control,,Product Gallery,Screen readers are unable to determine which slide dot or thumbnail image button is currently active.,1.4.1 (WCAG 2.0 A),Visual,"Place an `aria-current=""true""` attribute on the currently active slide dot or thumbnail button. See the guidance on [slide dot buttons](https://hub.accessible360.com/kb/articles/476/#heading-slide-dots) or [thumbnail image buttons](https://hub.accessible360.com/kb/articles/476/#heading-product-images) in the Carousels and Sliders Knowledge Base article.",Serious,,Carousels,100,476,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633562,https://hub.accessible360.com/screenshots/1633562,https://hub.accessible360.com/issues/575816/edit,https://hub.accessible360.com/kb/articles/476
89,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Thumbnail image buttons,,Product Gallery,"These are buttons, but they are not marked up as such; screen readers will not identify them as actionable and they will not be usable by keyboard users.","2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Preferably, buttons should be marked up as semantic HTML `<button>` elements.

Less preferably, ensure that custom button elements include `role=""button”` and `tabindex=“0”`, and have the appropriate scripting in place so that the element can be selected by keyboard users using the `Enter` key and `Space` key, and by mouse click.",Critical,,Buttons,98,84,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633560,https://hub.accessible360.com/screenshots/1633560,https://hub.accessible360.com/issues/575817/edit,"https://hub.accessible360.com/kb/articles/127, https://hub.accessible360.com/kb/articles/59"
90,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Each slide,,Product Gallery,It is difficult for screen reader users to identify when one slide ends and the next begins.,1.3.1 (WCAG 2.0 A),Visual,"Add `role=""group""` and `aria-label=""slide X of Y""` attributes to the element containing each slide.",Serious,,Carousels,100,477,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633553,https://hub.accessible360.com/screenshots/1633553,https://hub.accessible360.com/issues/575818/edit,https://hub.accessible360.com/kb/articles/476
91,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Thumbnail buttons,,Product Gallery,The thumbnail navigation images for this carousel are not correctly labeled.,2.1.1 (WCAG 2.0 A),"Motor / Dexterity,Visual","Give each `<button>` element wrapping the thumbnail images an appropriate `aria-label` that explains its purpose, for example: ""image 1 of 5"". Alternatively, the thumbnail `alt` attributes could be updated to label the buttons. See [this section of the our Knowledge Base](https://hub.accessible360.com/kb/articles/476#heading-product-images) article for further information.  ",Serious,,Carousels,100,668,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633551,https://hub.accessible360.com/screenshots/1633551,https://hub.accessible360.com/issues/575819/edit,https://hub.accessible360.com/kb/articles/476
92,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Carousel,,Product Gallery,Carousel has no controls.,"1.3.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)",Visual,"Provide carousel controls such as well labelled ""Previous"" and ""next"" buttons.
Please use approach found on [this](https://hub.accessible360.com/kb/articles/476#heading-product-images) article.",Serious,,Carousels,100,1597,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575820/edit,https://hub.accessible360.com/kb/articles/476
93,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Nutrition images,,Product Gallery,"This nutrition information is an image, and is inaccessible to screen reader and magnification users.  ","1.1.1 (WCAG 2.0 A), 1.3.1 (WCAG 2.0 A)",Visual,"Nutritional information labels can be challenging to structure in a way that makes it accessible for screen reader users to understand. The best approach that we know involves using headings and nested lists to convey the data and their relationships, and CSS for all of the visual styling.

Preferably, instead of keeping the text inside the image: 

1. Mark this up using HTML and CSS, [as shown in this code sample](https://codepen.io/A360/pen/2fe0b1f1e69c3a1827c4b1cf871534bd).

Alternatively, if the preferred remediation option is not feasible, you must do the following for this issue to be considered complete:

1. Give the image an `alt` attribute value of ""Nutrition label"" (or similar) so that it is generally clear what it contains.
1. Add the text from this image using adjacent HTML, but make it visible only to screen readers, [as shown in this code sample](https://codepen.io/A360/pen/3751166b110ebd3ddfed8904d56169d0?editors=1000).
1. Ensure that the image is reasonably readable up to 200% zoom.
1. Consult with your legal counsel to determine the impact this approach may have on your risk profile.
1. Document your findings and decision as a comment on this issue as a protective record-keeping measure.",Serious,,Images,1,322,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633544,https://hub.accessible360.com/screenshots/1633544,https://hub.accessible360.com/issues/575821/edit,
94,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Main image wrapper,Thumbnail image buttons wrapper,Product Gallery,Unactionable elements should not have tabindex=”0”.,2.1.1 (WCAG 2.0 A),"Motor / Dexterity,Visual","Remove the `tabindex=""0""` attribute from each element so that they do not receive tab focus.",Warning,,Focus,2,565,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633556,https://hub.accessible360.com/screenshots/1633556,https://hub.accessible360.com/issues/575823/edit,
95,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Images of text,,Product Gallery,Text within images causes problems for screen reader users and users of magnification technology.,1.4.5 (WCAG 2.0 AA),Visual,"**Preferred Remediation:**

- Extract the text from the image and place it on the page using HTML; use CSS to style and position it as desired superimposed over the image(s).
_Or…_
- Place the text on the page adjacent to the image, similar to a caption.

**Alternative Remediation:**

We recognize solving this issue using the preferred method may not be feasible for all situations, so completing all of the numbered steps is an alternative solution to close this issue: 

1. Add all of the text from the image, and [any other visual information necessary for understanding](https://hub.accessible360.com/kb/articles/472), to an `alt` attribute on the image. If the `alt` attribute is already present, ensure it accurately reflects the text within the image and that the other steps for this recommendation are followed.
1. Ensure that the image is reasonably readable up to 200% zoom.
1. (Optional) Add only the text from the image as a title attribute to the image to assist magnification users.

**Reminder:** When overlaying text on an image, make sure the [text has proper contrast](https://hub.accessible360.com/kb/articles/862#heading-text-over-images-and-complex-backgrounds) to the background image. 

Please note, this method will not meet WCAG 1.4.5, but it has been determined to be an acceptable exception to resolve this issue. **By choosing the “Alternative Remediation” method described above you are accepting any accessibility liability risk for this content and understand that this remediation option does not comply with the associated WCAG guidelines which will continue to present some accessibility issues.**

After this alternative remediation has been successfully implemented, we will downgrade this issue to a warning (P3) with a comment indicating as such and set the issue status to Not Fixing. This status will not prevent you from obtaining a Letter of Conformance and it is encouraged that you attempt to fully remediate this content using the preferred remediation methods during future updates. ",Serious,,Images,1,1,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633571,https://hub.accessible360.com/screenshots/1633571,https://hub.accessible360.com/issues/575832/edit,https://hub.accessible360.com/kb/articles/31
96,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,"""Which Balance Oil formula is right for me?"" button",,,Unnecessary ARIA attributes can cause unexpected behavior for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"The presence of an unnecessary ARIA attribute can create unexpected behavior across various configurations. Remove the `aria-controls` attribute from the element.

",Warning,,ARIA,95,349,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633576,https://hub.accessible360.com/screenshots/1633576,https://hub.accessible360.com/issues/575833/edit,https://hub.accessible360.com/kb/articles/1001
97,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,"""Which Balance Oil formula is right for me?"" button > svg","""Mitochondrial Support"" to ""Healthy Skin & Hair"" > SVG",,Decorative SVG elements should be hidden from screen reader users.,1.1.1 (WCAG 2.0 A),Visual,"Give each `<svg>` tag an `aria-hidden=""true""` attribute.",Warning,,Images,1,410,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633580,https://hub.accessible360.com/screenshots/1633580,https://hub.accessible360.com/issues/575834/edit,
98,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Modal dialog,,More info,Keyboard and screen reader users do not have their focus moved to this modal dialog when it opens.,2.4.3 (WCAG 2.0 A),"Motor / Dexterity,Visual","Set the keyboard focus to the [most appropriate element](https://hub.accessible360.com/kb/articles/820#heading-moving-focus-into-a-modal-dialog-when-it-opens) inside this modal dialog, depending on the content it contains. All of the following solutions are acceptable, and you are free to decide which solution feels the most ""appropriate"" to you in this use case.

1. To the close (X) button, if one is used.
1. To the visible heading that labels the modal dialog, if one is used.
1. To the modal dialog wrapper itself (the element with both `role=""dialog""` and `aria-modal=""true""`).
1. To the primary call to action (CTA) element (such as an ""OK"" button), or the element for the least destructive action in a set of CTAs (like ""Cancel"" next to a button for ""Delete"").

**Note:** in order to set focus on an element that cannot natively receive focus (like a heading or the wrapper element), add the attribute `tabindex=""-1""` to it.",Serious,,Modal Dialogs,112,7,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575838/edit,"https://hub.accessible360.com/kb/articles/36, https://hub.accessible360.com/kb/articles/820"
99,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Modal dialog,,More info,The modal dialog container is not labeled.,4.1.2 (WCAG 2.0 A),Visual,"Provide a [label using one of the following methods](https://hub.accessible360.com/kb/articles/820#heading-labelling). All of these solutions are acceptable, but some may be easier to implement than others depending on the content within the modal dialog.

1. Add a heading (preferably an `<h1>`, but `<h2>` is acceptable), then associate it with the modal dialog wrapper by giving that heading a unique `id` and referencing it with an `aria-labelledby` attribute on the wrapper element (the element with `role=""dialog""` and `aria-modal=""true""`).
  * If a heading describing the contents of the modal dialog already exists, you can use that heading instead.
  * This heading is most helpful when it is visible for all users, but for strict WCAG conformance it can be made visible only to screen reader users instead.
1. Alternatively, add an `aria-label` attribute to the wrapper element (the element with `role=""dialog""` and `aria-modal=""true""`) describing the purpose of the modal dialog.",Serious,,Modal Dialogs,112,44,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633593,https://hub.accessible360.com/screenshots/1633593,https://hub.accessible360.com/issues/575839/edit,"https://hub.accessible360.com/kb/articles/820, https://hub.accessible360.com/kb/articles/923"
100,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Modal dialog,,More info,Closing this modal dialog does not return the user to the element that opened it.,2.4.3 (WCAG 2.0 A),"Motor / Dexterity,Visual","When this modal dialog closes, return focus to the element that triggered this modal dialog to open.

If this element is no longer available on the page, then focus should be moved to another element as close as possible to where that element was.

If this modal dialog was opened automatically when the page loaded, then move focus on to the `<body>` element.",Serious,,Modal Dialogs,112,46,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575840/edit,"https://hub.accessible360.com/kb/articles/114, https://hub.accessible360.com/kb/articles/820"
101,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Close button,,More info,The close button is not labeled for screen reader users.,"1.3.1 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA)",Visual,"Label the close button for screen reader users. 

Depending on the situation, some options include: 

* Add [screen reader only text](https://hub.accessible360.com/kb/articles/262) of “close” inside of the `<button>` (If an image is used, it will need to be hidden with `aria-hidden=”true”`) 
* Add `aria-label=""close""` to the `<button>`  
* Add `alt=”close”` to the `<img>`  
* [Label the `<svg>`](https://hub.accessible360.com/kb/articles/146)",Serious,,Buttons,98,14,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633592,https://hub.accessible360.com/screenshots/1633592,https://hub.accessible360.com/issues/575841/edit,"https://hub.accessible360.com/kb/articles/61, https://hub.accessible360.com/kb/articles/1178"
102,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Modal dialog container,,More info,This modal dialog is missing necessary ARIA attributes. ,4.1.2 (WCAG 2.0 A),Visual,"Ensure the attributes `role=""dialog""` and `aria-modal=""true""` are present on the wrapper element of this modal dialog. Do not [add these attributes](https://hub.accessible360.com/kb/articles/820#heading--do-not-dynamically-add-these-attributes-while-a-users-focus-is-inside) dynamically after the user's focus has been moved to it or into it.",Serious,,Modal Dialogs,112,588,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633591,https://hub.accessible360.com/screenshots/1633591,https://hub.accessible360.com/issues/575842/edit,"https://hub.accessible360.com/kb/articles/113, https://hub.accessible360.com/kb/articles/820, https://hub.accessible360.com/kb/articles/1001"
103,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Modal dialog heading levels,,More info,This modal dialog contains one or more heading levels in an illogical order.,1.3.1 (WCAG 2.0 A),Visual,"Verify that the modal dialog maintains a logical outline structure. For example, 

- Each modal dialog can begin with a single `<h1>` heading that describes the main purpose of the modal dialog. If this is not possible, a less preferable option would be to begin this modal dialog with an `<h2>`.
- Subsequent heading levels (`<h3>` through `<h6>`) should be related to a parent `<h2>` and should not skip heading levels.

---

We recommend that you develop a plan to address heading levels at the global/site-wide level, as it is important to identify a pattern for headings and ensure the pattern is followed consistently for all modal dialogs. Please reach out via our help desk or by contacting your A360 Customer Success Manager if you require assistance. Please see this [Knowledge Base article](https://hub.accessible360.com/kb/articles/74) for more information about heading level structure.",Warning,,Headings,106,765,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575843/edit,
104,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Type of oil radio buttons,,,Custom radio buttons or checkboxes can pose accessibility issues for keyboard and/or screen reader users.,"1.3.1 (WCAG 2.0 A), 2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Preferably, use an HTML `<input>` tag with an appropriate `type` attribute value and a properly associated `<label>` tag. 

If a custom look-and-feel is required, please see our [Custom Checkboxes and Radio Buttons](https://hub.accessible360.com/kb/articles/525) Knowledge Base article for guidance and code samples.

Once you have decided which type of radio button or checkbox to implement (standard HTML or custom), please make a comment on this issue to let us know, and then include this issue in an upcoming QA or reach out to your CSM to have this content audited. We will then set this issue to Not Applicable and add new issues as needed to address the content.",Critical,,Forms,105,503,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633594,https://hub.accessible360.com/screenshots/1633594,https://hub.accessible360.com/issues/575845/edit,https://hub.accessible360.com/kb/articles/525
105,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Increase and Decrease buttons,,,Image buttons must be properly labeled for screen reader users.,"1.3.1 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA)",Visual,"Based on the current content structure, select the appropriate option for remediation: 

- For each `<img>` element, adjust the `alt` to tell users what this button does.
- For each `<svg>` element, add `role=""img""` and `aria-labelledby` attributes to the `<svg>` tag, then add a `<title>` tag within the `<svg>` tag and give this `<title>` tag a unique `id` attribute. Ensure the `<title>` is a direct descendant of the `<svg>` tag and that the `<svg>` tag’s `aria-labelledby` attribute holds the `<title>` tag’s `id` value. Ensure the `<title>` tells users what this button does.
- If using a background image, change it from a CSS background image by using an `<img>` tag with an `alt` attribute then ensure it informs screen reader users what this button does.",Critical,,Buttons,98,920,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633596,https://hub.accessible360.com/screenshots/1633596,https://hub.accessible360.com/issues/575847/edit,
106,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Quantity form field,,,All form fields must be properly labeled.,3.3.2 (WCAG 2.0 A),Visual,"Ensure all form fields have a visible label (typically via a `<label>` tag) which is properly associated with its field (via the `for` attribute, which takes the value of the `id` from the form field).",Serious,,Forms,105,10,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633598,https://hub.accessible360.com/screenshots/1633598,https://hub.accessible360.com/issues/575848/edit,"https://hub.accessible360.com/kb/articles/48, https://hub.accessible360.com/kb/articles/1093"
107,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Oil size select,,,Custom select dropdowns can pose accessibility issues for keyboard and/or screen reader users.,"2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Preferably, use an HTML `<select>` tag and a properly associated `<label>` tag. 

If a custom look-and-feel is required, please see our [Custom Select Dropdown](https://hub.accessible360.com/kb/articles/438) Knowledge Base article for guidance and code samples.

Once you have decided which type of select dropdown to implement (standard HTML or custom), please make a comment on this issue to let us know, and then include this issue in an upcoming QA or reach out to your CSM to have this content audited. We will then set this issue to Not Applicable and add new issues as needed to address the content.",Critical,,Forms,105,117,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633599,https://hub.accessible360.com/screenshots/1633599,https://hub.accessible360.com/issues/575849/edit,https://hub.accessible360.com/kb/articles/438
109,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,Yes,Affirm modal,,Affirm,This third-party component may contain content that is not fully accessible for all users.,,"Auditory,Cognitive,Motor / Dexterity,Visual","This component has been identified as third-party and, as such, has not been fully reviewed; however there are likely accessibility issues present. Please review the [Knowledge Base](https://hub.accessible360.com/kb/articles/943) article for more information about third-party content.

At this time, this component has been determined to not prevent you from receiving a Letter of Conformance. In order to close this issue, we require that you provide a comment (see ""Resolving Issues"" under [""Our Process""](https://hub.accessible360.com/kb/articles/943#heading-our-process) heading) below indicating that you are aware this component poses some accessibility issues and that you understand the risk. **Once such a comment has been left, we will close this issue as ""Not Fixing"".**

However, you have the option of including this component as part of your project and apply it under your Letter of Conformance. If you elect to do so, please reach out to your Customer Success Manager (CSM) to discuss next steps.
",Serious,,Third-party content,117,830,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575852/edit,https://hub.accessible360.com/kb/articles/943
110,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,"""Details"" to ""Why Bodybio"" anchor links",,,This link does not move the user's focus to the targeted location on the page.,2.4.3 (WCAG 2.0 A),"Motor / Dexterity,Visual","Use the `href` attribute on this link to target the `id` of the element you want the user to jump to. Ensure the target element can receive keyboard focus by using a natively-focusable element or giving the element a `tabindex=""-1""` attribute.

Additionally, if JavaScript is being used to scroll the page, you will likely need to manually set focus on the target element using the [`focus()` method](https://developer.mozilla.org/en-US/docs/Web/API/HTMLOrForeignElement/focus).",Serious,,Focus,2,112,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633611,https://hub.accessible360.com/screenshots/1633611,https://hub.accessible360.com/issues/575855/edit,https://hub.accessible360.com/kb/articles/162
111,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Accordion headers,,The Essential Fatty Acids,These headings wrapped in buttons do not read out correctly to screen reader users. ,1.3.1 (WCAG 2.0 A),Visual,"Move the buttons so that they are wrapped by the heading elements. For example:

```
<h3>
  <button>$accordion_heading</button>
</h3>
```
See our Knowledge Base article on [Accordions](https://hub.accessible360.com/kb/articles/417) for additional guidance.",Warning,,Expandable content,104,678,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633617,https://hub.accessible360.com/screenshots/1633617,https://hub.accessible360.com/issues/575856/edit,
112,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Accordion headers,,The Essential Fatty Acids,These elements that control expandable content are missing the aria-controls attribute. ,4.1.2 (WCAG 2.0 A),Visual,Add an `aria-controls` attribute to the elements that control the expandable content and set the values of those attributes to equal the `id`s of the tags that wrap the expanded content.,Warning,,ARIA,95,467,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633615,https://hub.accessible360.com/screenshots/1633615,https://hub.accessible360.com/issues/575857/edit,https://hub.accessible360.com/kb/articles/1001
113,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,"""A Healthy Body is Simply a Healthy Configuration of Cells"" heading > video",,,iframes should have titles.,4.1.2 (WCAG 2.0 A),Visual,Add a `title` attribute to the `<iframe>` tag that explains the content of the iframe.,Warning,,Markup,4,47,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633618,https://hub.accessible360.com/screenshots/1633618,https://hub.accessible360.com/issues/575860/edit,https://hub.accessible360.com/kb/articles/115
117,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Video,,Video Content,Automated captioning on videos may cause inaccurate or incomplete captions.,1.2.2 (WCAG 2.0 A),Auditory,"Edit the captions so they accurately reflect the content of each video. Ensure that the captions include proper punctuation, capitalization, and describe meaningful non-dialog content.

If you are using a YouTube video, you can edit the automatically-generated captions by following the instructions in the [YouTube documentation](https://support.google.com/youtube/answer/2734705).",Serious,,Videos,120,37,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575869/edit,"https://hub.accessible360.com/kb/articles/106, https://hub.accessible360.com/kb/articles/532, https://hub.accessible360.com/kb/articles/652"
118,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,<header> tag wrapping each heading on page,,,"When content is marked up as a header, but is not semantically a header, it can be confusing for screen reader users.",1.3.1 (WCAG 2.0 A),Visual,Remove the `<header>` tag.,Warning,,Landmarks,107,589,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633648,https://hub.accessible360.com/screenshots/1633648,https://hub.accessible360.com/issues/575870/edit,https://hub.accessible360.com/kb/articles/1094
119,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Accordion headers,,Balance Oil FAQ,"These are buttons, but they are not marked up as such. ","2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Mark these up as buttons. Ensure that the button elements are wrapped by heading elements. For example:

```
<h3>
  <button>$accordion_heading</button>
</h3>
```

**Note:** If a semantic `<button>` element is not possible, give the custom button `role=“button”` and `tabindex=“0”`, and have the appropriate scripting in place so that the element can be selected by keyboard users using the `Enter` key and `Space` key, and by mouse click.

See our Knowledge Base article on [Accordions](https://hub.accessible360.com/kb/articles/417) for additional guidance.",Critical,,Buttons,98,84,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633653,https://hub.accessible360.com/screenshots/1633653,https://hub.accessible360.com/issues/575871/edit,"https://hub.accessible360.com/kb/articles/127, https://hub.accessible360.com/kb/articles/59"
121,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,"""You may also like"" heading > product cards",,Product Cards,This component was audited previously.,"1.3.1 (WCAG 2.0 A), 1.4.13 (WCAG 2.1 AA), 2.1.1 (WCAG 2.0 A), 2.4.4 (WCAG 2.0 A)","Cognitive,Motor / Dexterity,Visual","We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Product Cards (Cards and Tiles)](/project_components/53620) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575873/edit,https://hub.accessible360.com/kb/articles/1186
145,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,"""Deliver every:"" text","""BEST VALUE"" text",,"When CSS is used to display textual content, users who need to customize or turn off style information will be unable to access that textual content. ",1.3.1 (WCAG 2.0 A),"Cognitive,Visual",Extract this text from the CSS `content` property and place it on the page using HTML. ,Critical,,Textual content,116,1596,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1640155,"https://hub.accessible360.com/screenshots/1640158, https://hub.accessible360.com/screenshots/1640155",https://hub.accessible360.com/issues/577537/edit,
146,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,"sticky product section, visually overlaying the top of the page",,,"Audit this content (sticky product section, visually overlaying the top of the page)",,,,Critical,,,,,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1640260,https://hub.accessible360.com/screenshots/1640260,https://hub.accessible360.com/issues/577629/edit,
150,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Images,,Product Gallery,These product images do not have unique and descriptive alt attributes.,1.1.1 (WCAG 2.0 A),Visual,"**Preferred Remediation:**

* Give each image a unique `alt` attribute which describes the contents of the image including shape, size, color, etc. 

**Alternative Remediation:**

* Give each image a unique `alt` attribute which contains the product name followed by ""view 1"", ""view 2"", etc. or similar. 
* By choosing the “Alternative Remediation” method described above you are accepting any accessibility liability risk for this content and understand that this remediation option does not comply with the associated WCAG guidelines which will continue to present some accessibility issues. 
* After this alternative remediation has been successfully implemented, we will downgrade this issue to a warning (P3) with a comment indicating as such and set the issue status to Not Fixing. This status will not prevent you from obtaining a Letter of Conformance and it is encouraged that you attempt to fully remediate this content using the preferred remediation methods during future updates. ",Serious,,Images,1,601,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/578441/edit,
152,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,"""A Healthy Body is Simply a Healthy Configuration of Cells"" heading > Play button",,,Elements that function as buttons must be marked up as such so that screen reader users will identify them as actionable and they will be usable by keyboard users.,"2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Preferably, buttons should be marked up as semantic HTML `<button>` elements.

Less preferably, ensure that custom button elements include `role=""button”` and `tabindex=“0”`, and have the appropriate scripting in place so that the element can be selected by keyboard users using the `Enter` key and `Space` key, and by mouse click.",Critical,,Buttons,98,84,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1642632,https://hub.accessible360.com/screenshots/1642632,https://hub.accessible360.com/issues/578452/edit,"https://hub.accessible360.com/kb/articles/127, https://hub.accessible360.com/kb/articles/59"
